,Aminoglycoside,B-lactam Combined Agents,Carbapenem,Cephem,Fluoroquinolone,Folate,Macrolide,Oxazolidinone,Penicilin,Phenicol,Tetracycline,nan
58096_44,S,S,,S,S,S,S,,S,S,S,
90370_3396,,,,,R,S,,,S,S,,
90370_3167,,,,S,S,S,,,S,S,,
90370_3493,,,,,R,S,,,S,S,,
90371_6240,R,,,,,S,,,S,S,S,
90370_4914,,,,,R,S,,,S,S,,
85569_11,R,,,,S,R,,,R,R,R,
90371_6233,R,,,,,S,,,S,S,S,
90371_5424,S,S,,S,S,R,,,R,S,,
90370_4902,,,,,R,S,,,S,S,,
98360_89,R,R,,R,S,R,,,R,R,R,
590_12347,S,S,,S,S,S,,,S,S,S,
54388_252,,,,,R,S,,,S,S,,
85569_370,R,,,,S,R,,S,R,R,R,
590_12238,S,S,,S,S,S,,,S,S,R,
90370_5484,S,,S,S,R,R,S,,R,R,R,
54388_379,S,,S,S,R,S,S,,S,S,S,
90370_5568,,,,,R,,,,,,,
90370_3164,,,,S,S,R,,,R,R,,
590_12515,S,S,,S,S,S,,,R,S,R,
28901_21080,,,S,R,S,R,,,R,,,
90370_4936,,,,,R,S,,,S,S,,
90370_2849,,,,S,R,R,,,R,R,,
90370_5504,S,,S,S,R,S,S,,S,S,S,
590_17116,S,S,,S,S,S,,,S,S,R,
590_12541,S,S,,S,S,S,,,S,S,S,
90370_2512,,,,S,R,R,,,S,R,,
85569_268,R,,,,S,R,,S,R,R,R,
90370_2838,,,,S,R,R,,,R,R,,
590_12616,S,R,,R,S,S,,,R,R,R,
590_12432,S,S,,S,S,S,,,S,S,R,
90371_3757,R,S,S,S,S,S,,,S,,,
149391_28,S,S,,S,S,S,S,,S,S,S,
28901_21064,,,S,R,S,R,,,R,,,
90370_2840,,,,S,R,R,,,R,R,,
90371_6219,R,,,,,R,,,S,R,R,
85569_129,R,,,,S,R,,S,R,R,R,
590_16235,S,R,,S,S,S,,,R,R,R,
590_12226,S,S,,S,S,S,,,S,S,R,
90370_4908,,,,,R,S,,,S,S,,
90370_4785,,,,,R,S,,,S,S,,
90371_5380,R,R,,S,R,R,,,R,R,,
90370_2965,,,,S,R,S,,,R,S,,
590_12588,S,S,,S,S,S,,,S,S,S,
90370_3574,,,,,R,S,,,S,S,,
59201_4089,,,S,S,R,S,,,S,S,,
90371_5383,R,S,,S,R,R,,,R,S,,
85569_357,R,,,,S,R,,,R,R,R,
115981_60,S,S,,S,S,S,S,,S,S,S,
108619_101,R,R,,R,S,R,,,R,R,R,
90371_5316,R,R,,R,R,R,,,R,R,,
90370_2987,,,,S,R,S,,,R,S,,
108619_176,S,S,,S,S,S,S,,S,S,S,
90371_5422,S,S,,S,S,S,,,S,S,,
54388_233,,,,,R,S,,,S,S,,
28901_21051,,,S,R,R,R,,,R,,,
90370_3459,,,,,R,S,,,S,S,,
90370_2860,,,,S,R,R,,,R,R,,
58712_86,S,S,,S,S,S,S,,S,S,S,
98360_73,S,R,,R,S,R,,,R,R,R,
590_12191,S,S,,S,S,S,,,S,S,S,
58097_44,S,S,,S,S,S,S,,S,S,S,
590_12460,S,S,,S,S,S,,,S,S,S,
85569_232,R,,,,R,R,,S,R,R,R,
90370_4834,,,,,R,S,,,S,S,,
90370_4795,,,,,R,S,,,S,S,,
85569_361,R,,,,S,R,,,R,R,R,
28901_9243,,,,,S,S,,,S,,S,
90370_2764,,,,S,R,R,,,R,R,,
90370_3523,,,,,R,S,,,S,S,,
90370_261,S,,,S,S,S,,,S,S,S,
590_12434,S,S,,S,S,S,,,S,S,R,
90370_3033,,,,S,R,S,,,S,S,,
90370_4822,,,,,R,S,,,S,S,,
90371_5432,S,S,,S,S,S,,,S,S,,
90371_5507,S,,S,R,S,R,,,R,R,R,
90370_2927,,,,S,R,S,,,S,S,,
54388_305,S,,,,S,S,S,,S,S,S,
90370_3608,,,,,R,,,,,,,
90370_2680,,,,S,R,R,,,R,R,,
90370_3182,,,,S,S,S,,,S,S,,
108619_40,R,R,,R,S,R,,,R,R,R,
54388_105,S,,,,S,S,S,,S,S,S,
98360_98,R,R,,R,S,R,,,R,R,R,
90370_3499,,,,,R,S,,,S,S,,
590_12398,S,S,,S,S,S,,,S,S,R,
90370_2501,,,,S,R,S,,,R,S,,
28901_9234,,,,,S,S,,,S,,S,
90371_5402,S,S,,S,S,S,,,S,S,,
90371_2934,S,S,,S,S,S,S,,S,S,S,
90371_5503,S,,S,R,S,R,,,R,R,R,
149391_48,R,R,,R,S,R,S,,R,S,S,
590_12276,S,S,,S,S,S,,,S,S,R,
90371_2939,S,S,,S,S,S,S,,S,S,S,
90370_1445,S,,,,S,S,,,S,S,S,
590_15361,S,S,,S,S,S,,,S,S,R,
90371_5420,S,S,,S,S,S,,,S,S,,
54388_216,,,,,R,S,,,S,S,,
90370_4796,,,,,R,S,,,S,S,,
90371_5448,S,,S,R,S,R,,,R,R,R,
149539_886,R,,,,,S,,,R,S,R,
590_14505,S,S,,S,S,S,,,S,S,R,
90370_2702,,,,S,R,R,,,R,R,,
90370_2713,,,,S,R,R,,,R,R,,
90371_5291,R,R,,S,R,R,,,R,R,,
85569_133,R,,,,S,R,,S,R,R,R,
590_12623,S,S,,S,R,S,,,S,S,R,
590_12438,S,S,,S,S,S,,,S,S,R,
590_12454,R,S,,S,S,S,,,S,S,S,
90371_5403,S,S,,S,S,S,,,S,S,,
590_16863,S,S,,S,S,S,,,S,S,R,
90370_3468,,,,,R,S,,,S,S,,
90370_4807,,,,,R,S,,,S,S,,
590_13954,S,S,,S,S,S,,,S,S,R,
90370_2809,,,,S,R,R,,,R,R,,
90370_1619,S,,,S,S,S,,,S,S,S,
90370_2884,,,,S,R,R,,,S,R,,
90370_4925,,,,,R,S,,,S,S,,
59201_4085,,,S,S,R,S,,,S,S,,
90371_5462,S,,S,S,S,R,,,R,R,S,
590_12487,S,S,,S,S,R,,,S,S,S,
90370_3107,,,,S,R,S,,,S,S,,
590_12259,S,S,,S,S,S,,,S,S,S,
90370_3609,,,,,R,,,,,,,
90370_2727,,,,S,R,R,,,R,R,,
108619_183,S,S,,S,S,S,S,,S,S,S,
85569_349,R,,,,S,R,,,R,R,R,
90370_2687,,,,S,R,R,,,R,R,,
90370_3575,,,,,R,R,,,R,R,,
90371_6230,R,,,,,S,,,,S,S,
590_12569,S,S,,S,S,S,,,S,S,R,
28901_21066,,,S,R,R,R,,,R,,,
90370_4938,,,,,R,S,,,S,S,,
28901_16310,R,,,S,S,R,,,R,S,R,
85569_201,R,,,,S,R,,S,R,R,R,
90371_5406,S,S,,S,S,S,,,S,S,,
90370_3419,,,,,R,S,,,S,S,,
90370_2972,,,,S,R,S,,,R,S,,
90370_3593,,,,,R,,,,,,,
90371_2129,R,R,,S,S,R,,,R,R,R,
85569_377,S,,,,S,S,,S,S,S,R,
90370_4935,,,,,R,S,,,S,S,,
90370_2866,,,,S,R,R,,,R,R,,
85569_379,R,,,,S,R,,S,R,R,R,
90370_2682,,,,S,R,R,,,R,R,,
90371_5434,S,S,,S,S,S,,,S,S,,
590_12608,S,S,,S,S,S,,,S,S,R,
90371_5490,S,,S,R,S,R,,,R,R,R,
58095_45,R,S,,R,S,R,R,,R,R,R,
28901_16254,S,,,S,,S,,,R,,,
90370_2835,,,,S,R,R,,,R,R,,
85569_265,R,,,,S,R,,S,R,R,R,
90370_3618,R,R,S,R,R,R,S,,R,R,S,
90370_4870,,,,,R,S,,,S,S,,
590_12234,S,S,,S,S,S,,,S,S,R,
90370_2777,,,,S,R,R,,,R,R,,
340188_41,S,S,,S,S,S,S,,S,S,S,
90370_3429,,,,,R,S,,,S,S,,
590_17127,S,S,,S,S,S,,,S,S,R,
90370_251,S,,,,S,S,,,S,S,S,
590_14986,S,R,,R,S,S,,,R,S,R,
192955_391,R,,,S,R,R,S,,R,S,R,
590_14280,S,R,,R,S,R,,,R,R,R,
590_12426,S,S,,S,S,S,,,S,S,R,
590_12313,S,R,,S,S,S,,,R,S,S,
90370_3105,,,,S,R,S,,,S,S,,
90370_2999,,,,S,R,S,,,R,S,,
54388_369,S,,S,S,S,S,S,,S,S,S,
108619_169,S,S,,S,S,S,S,,S,S,S,
90371_5481,S,,S,R,S,R,,,R,R,R,
85569_329,R,,,,S,R,,S,R,R,R,
85569_115,R,,,,S,R,,S,R,R,R,
85569_105,R,,,,S,R,,S,R,S,R,
90371_5511,S,,S,R,S,R,,,R,R,R,
90370_4926,,,,,R,S,,,S,S,,
399587_74,S,R,S,S,S,S,S,,R,R,S,
85569_320,S,,,,R,S,,S,S,S,S,
590_12266,S,S,,S,S,S,,,S,S,S,
340188_42,S,S,,S,S,S,S,,S,S,S,
85569_123,R,,,,S,R,,S,R,R,R,
85569_230,R,,,,S,R,,S,R,R,R,
90370_2778,,,,S,R,R,,,R,R,,
590_12436,S,S,,S,S,S,,,S,S,R,
149391_47,S,S,,S,S,S,S,,S,S,S,
90370_2892,,,,S,R,R,,,S,R,,
590_12579,S,S,,S,S,S,,,S,S,R,
90370_2803,,,,S,R,R,,,R,R,,
85569_12,R,,,,S,R,,,R,R,R,
590_12518,R,S,,S,S,S,,,S,S,R,
90371_5436,S,,S,S,S,R,,,R,R,S,
54388_290,S,,,,S,S,S,,S,S,S,
85569_252,R,,,,S,R,,S,R,R,R,
192955_392,S,,,S,R,S,S,,R,S,S,
90370_3473,,,,,R,S,,,S,S,,
90370_2743,,,,S,R,R,,,R,R,,
85569_323,R,,,,S,R,,S,S,S,S,
90370_3055,,,,S,R,S,,,S,S,,
90370_3199,,,,S,S,S,,,S,S,,
90370_3298,,,,,R,,,,,,,
54388_296,S,,,,S,S,S,,S,S,S,
90370_2493,,,,S,R,R,,,R,R,,
486999_10,S,S,,S,S,S,S,,S,S,S,
90370_4937,,,,,R,S,,,S,S,,
90371_5505,S,,S,R,S,R,,,R,R,S,
90370_2901,,,,S,R,S,,,S,R,,
85569_326,R,,,,R,R,,S,R,R,R,
90370_2817,,,,S,R,R,,,R,R,,
85569_316,R,,,,S,R,,S,R,R,R,
85569_334,R,,,,S,R,,S,R,R,R,
90370_2829,,,,S,R,R,,,R,R,,
90370_5583,,,,,R,,,,,,,
90370_2993,,,,S,R,S,,,R,S,,
59201_4094,,,S,S,R,S,,,S,S,,
90370_3015,,,,S,R,S,,,S,S,,
90370_3066,,,,S,R,S,,,S,S,,
399587_85,S,S,S,S,S,R,R,,R,S,R,
90370_4810,,,,,R,S,,,S,S,,
90370_2708,,,,S,R,R,,,R,R,,
590_12281,S,S,,S,S,S,,,S,S,R,
90370_4955,,,,,R,S,,,S,S,,
90370_4965,,,,,R,S,,,S,S,,
90370_2819,,,,S,R,R,,,R,R,,
90370_3541,,,,,R,S,,,S,S,,
90370_4920,,,,,R,S,,,S,S,,
590_12571,S,S,,S,S,S,,,S,R,R,
90370_3525,,,,,R,S,,,S,S,,
85569_171,R,,,,R,R,,S,R,S,R,
28901_9239,,,,,S,S,,,S,,S,
28901_8430,,,,,,S,,,S,,,
90371_5463,S,,S,R,S,R,,,R,R,S,
90370_4880,,,,,R,S,,,S,S,,
90370_2879,,,,S,R,R,,,S,R,,
85569_89,R,,,,S,R,,S,R,R,R,
90370_5481,S,,S,S,R,S,S,,S,S,S,
590_13890,S,R,,S,S,S,,,R,S,R,
590_12528,S,S,,S,S,S,,,S,S,S,
590_12496,S,S,,S,S,S,,,S,S,S,
28901_16267,S,,,S,,S,,,R,,,
90370_3533,,,,,R,S,,,S,S,,
28901_9240,,,,,S,S,,,S,,S,
90370_2691,,,,S,R,R,,,R,R,,
90371_5473,S,,S,R,S,R,,,R,R,R,
90370_2922,,,,S,R,S,,,R,S,,
590_12627,S,S,,S,S,S,,,S,S,R,
590_12582,S,S,,S,S,S,,,S,S,S,
590_12554,S,S,,S,S,S,,,S,S,R,
90371_6229,R,,,,,S,,,R,,,
90370_2959,,,,S,R,S,,,R,S,,
90370_2729,,,,S,R,R,,,R,R,,
85569_198,R,,,,S,R,,S,R,S,R,
590_12484,S,S,,S,S,S,,,S,S,R,
90370_3130,,,,S,R,S,,,S,S,,
90371_5355,S,S,,S,S,S,,,R,S,,
90370_3467,,,,,R,S,,,S,S,,
149391_39,S,S,,S,S,S,S,,S,S,S,
90370_3024,,,,S,R,S,,,S,S,,
90370_5020,,,,,S,,,,,,,
90371_5274,S,S,,S,R,R,,,R,S,,
85569_44,S,,,,S,S,,,R,S,S,
85569_352,R,,,,S,R,,,R,R,R,
48409_29,,S,S,S,S,S,,,S,,,
90370_5574,,,,,R,,,,,,,
90370_4906,,,,,R,S,,,S,S,,
90371_5381,R,S,,S,R,R,,,R,R,,
590_12502,S,S,,S,S,S,,,S,S,S,
90370_4987,,,,,S,,,,,,,
28901_16286,S,,,S,,S,,,R,,,
90371_5277,S,S,,S,R,R,,,R,R,,
90370_3508,,,,,R,S,,,S,S,,
90370_3116,,,,S,R,S,,,S,S,,
85569_273,R,,,,S,R,,S,S,S,S,
90370_3075,,,,S,R,S,,,S,S,,
90370_2875,,,,S,R,R,,,R,R,,
90370_3413,,,,,R,S,,,S,S,,
90370_4871,,,,,R,S,,,S,S,,
85569_23,R,,,,S,R,,,R,R,R,
90370_3128,,,,S,R,S,,,S,S,,
90370_2900,,,,S,R,R,,,S,R,,
590_12227,S,S,,S,S,S,,,R,S,R,
90370_3157,,,,S,S,S,,,S,S,,
85569_18,S,,,,S,R,,,S,S,R,
90371_5472,S,,S,R,S,R,,,R,R,R,
192955_393,R,,,S,R,R,S,,S,S,S,
28901_16276,S,,,S,,S,,,R,,,
90370_3198,,,,S,S,S,,,S,S,,
90370_4894,,,,,R,S,,,S,S,,
90370_3328,,,,,R,,,,,,,
28901_21060,,,S,R,R,R,,,R,,,
85569_82,R,,,,R,R,,S,R,R,R,
90370_4932,,,,,R,S,,,S,S,,
90370_3303,,,,,R,,,,,,,
90370_5542,,,,,R,,,,,,,
90370_3406,,,,,R,S,,,S,S,,
90370_2753,,,,S,R,R,,,R,R,,
90370_4874,,,,,R,S,,,S,S,,
28901_21403,S,S,S,S,S,S,S,,S,S,S,
590_12246,S,S,,S,S,S,,,S,S,S,
90370_3175,,,,S,S,S,,,S,S,,
90370_3099,,,,S,R,S,,,S,S,,
90371_900,S,,,,S,S,,,S,S,,
90370_3516,,,,,R,S,,,S,S,,
590_12407,S,S,,S,S,S,,,S,S,R,
54388_286,S,,,,S,S,S,,S,S,S,
90371_5387,R,S,,S,S,S,,,S,S,,
28901_859,S,S,,S,S,S,S,,S,S,S,
90370_3547,,,,,R,S,,,S,S,,
90370_2871,,,,S,R,R,,,R,R,,
90371_6220,R,,,,,S,,,R,S,S,
90370_2839,,,,S,R,R,,,R,R,,
90370_3049,,,,S,R,S,,,S,S,,
90370_4971,,,,,R,S,,,S,S,,
90370_4933,,,,,R,S,,,S,S,,
149539_1592,,S,S,S,S,S,,,S,,,
90370_3264,,,,,R,,,,,,,
90370_2985,,,,S,R,S,,,R,S,,
595_99,S,S,,S,R,R,,,S,S,S,
28901_16297,R,,,S,S,R,,,R,S,R,
90370_3103,,,,S,R,S,,,S,S,,
90370_2791,,,,S,R,R,,,R,R,,
90370_3538,,,,,R,S,,,S,S,,
90371_6222,R,,,,R,S,,,R,S,S,
90370_2854,,,,S,R,R,,,R,R,,
90370_4821,,,,,R,S,,,S,S,,
192955_368,S,,,R,R,S,S,,R,S,S,
54388_274,S,,,,S,S,S,,S,S,S,
90370_3152,,,,S,S,S,,,S,S,,
90371_5486,S,,S,R,S,R,,,R,R,R,
90371_5290,S,S,,S,R,S,,,S,R,,
90370_2806,,,,S,R,R,,,R,R,,
590_12230,S,S,,S,S,S,,,S,S,R,
28901_16308,R,,,S,S,R,,,R,S,R,
90370_2970,,,,S,R,S,,,R,S,,
590_12324,R,S,,S,S,S,,,S,S,R,
28901_824,R,S,,S,S,R,S,,S,R,R,
90370_2745,,,,S,R,R,,,R,R,,
85569_154,R,,,,S,R,,S,R,R,R,
90371_6242,,,,,,,,,S,S,S,
590_12365,S,S,,S,S,S,,,S,S,R,
90370_4872,,,,,R,S,,,S,S,,
90370_2914,,,,S,R,S,,,S,R,,
90370_2477,,,,S,R,S,,,S,S,,
90370_5562,,,,,R,,,,,,,
28901_16284,S,,,S,,S,,,R,,,
590_15781,S,S,,S,S,S,,,S,S,S,
90371_5427,S,S,,S,R,S,,,S,S,,
590_12262,S,S,,S,S,S,,,S,S,S,
90370_2902,,,,S,R,R,,,S,R,,
90370_550,S,,,,S,S,,,S,S,S,
90370_4877,,,,,R,R,,,R,R,,
90370_2532,,,,S,R,S,,,R,R,,
90370_3565,,,,,S,S,,,S,S,,
90370_3556,,,,,R,S,,,S,S,,
90370_2853,,,,S,R,R,,,R,R,,
90370_3338,,,,,R,,,,,,,
90370_3125,,,,S,R,S,,,S,S,,
590_12560,S,S,,S,S,S,,,S,S,R,
90370_3001,,,,S,R,S,,,R,S,,
90370_2862,,,,S,R,R,,,R,R,,
54388_394,S,,S,S,R,S,S,,S,S,S,
90370_2850,,,,S,R,R,,,R,R,,
90370_2842,,,,S,R,R,,,R,R,,
590_12408,S,S,,S,S,S,,,S,R,R,
90370_2830,,,,S,R,R,,,R,R,,
85569_327,R,,,,S,R,,S,R,R,R,
90370_2905,,,,S,R,S,,,S,R,,
90370_3418,,,,,R,S,,,S,S,,
590_12592,R,R,,S,S,R,,,R,R,R,
108619_42,R,R,,R,S,R,,,R,R,R,
590_12196,S,S,,S,S,S,,,S,S,S,
90370_4812,,,,,R,S,,,S,S,,
90370_2820,,,,S,R,R,,,R,R,,
363569_41,S,S,,S,S,S,S,,S,S,S,
85569_42,R,,,,S,R,,,R,R,R,
54388_285,S,,,,R,S,S,,S,S,S,
90370_5571,,,,,R,,,,,,,
149391_45,R,R,,R,S,R,S,,R,S,S,
1365218_5,S,,,,S,S,,,S,R,,
90371_5352,S,S,,S,S,R,,,R,R,,
90370_5469,S,,S,S,R,R,S,,R,R,R,
90370_3265,,,,,R,,,,,,,
90370_3476,,,,,R,S,,,S,S,,
149539_887,R,,,,,S,,,R,S,S,
90370_3016,,,,S,R,S,,,S,S,,
28901_21062,,,S,R,S,R,,,R,,,
90370_2804,,,,S,R,R,,,R,R,,
90370_2863,,,,S,R,R,,,R,R,,
90370_2489,,,,S,R,R,,,R,R,,
90371_3756,,S,S,S,S,S,,,S,,,
90370_3475,,,,,R,S,,,S,S,,
90370_3062,,,,S,R,S,,,S,S,,
590_12548,S,S,,S,S,S,,,S,S,R,
90370_3450,,,,,R,S,,,S,S,,
90370_3045,,,,S,R,S,,,S,S,,
90370_2718,,,,S,R,R,,,R,R,,
90370_2490,,,,S,R,R,,,R,R,,
90370_2763,,,,S,R,R,,,R,R,,
192955_432,S,,,S,S,R,S,,R,S,S,
90371_5470,S,,S,R,S,R,,,R,R,R,
90370_2765,,,,S,R,R,,,R,R,,
90370_3171,,,,S,S,S,,,S,S,,
590_12632,,S,,R,R,R,,,R,R,R,
90370_4905,,,,,R,S,,,S,S,,
28901_16268,S,,,S,,S,,,R,,,
90370_2811,,,,S,R,R,,,R,R,,
28901_8435,,,,,R,S,,,S,,,
90370_2898,,,,S,R,R,,,S,R,,
85569_146,R,,,,S,R,,S,R,R,R,
590_12499,S,S,,S,S,S,,,S,S,R,
90370_2886,,,,S,R,R,,,S,R,,
90370_3132,,,,S,R,S,,,S,S,,
90370_3434,,,,,R,S,,,S,S,,
108619_85,R,R,,R,S,R,,,R,R,R,
85569_360,S,,,,S,S,,,S,S,S,
90370_2904,,,,S,R,,,,S,R,,
90370_4840,,,,,R,S,,,S,S,,
90370_3452,,,,,R,S,,,S,S,,
85569_54,R,,,,S,R,,S,R,R,R,
54388_372,S,,S,S,S,S,S,,S,S,S,
90370_5597,,,,,R,,,,,,,
90370_3354,,,,,R,,,,,,,
85569_215,S,,,,S,S,,S,S,S,S,
90371_2482,S,R,,R,S,R,,,R,S,R,
85569_331,R,,,,S,R,,S,R,R,R,
90370_4940,,,,,R,S,,,S,S,,
90370_2929,,,,S,R,S,,,S,S,,
59201_4128,,,S,R,S,R,S,,R,R,S,
90370_4805,,,,,R,S,,,S,S,,
90370_3193,,,,S,S,S,,,S,S,,
90370_3120,,,,S,R,S,,,S,S,,
54388_329,S,,,,R,S,S,,S,S,S,
90370_2825,,,,S,R,R,,,R,R,,
90370_3435,,,,,R,S,,,S,S,,
90370_3407,,,,,R,S,,,S,S,,
90371_2479,R,R,,R,R,R,,,R,R,R,
90370_2889,,,,S,R,R,,,S,R,,
90371_5364,S,S,,S,S,R,,,R,R,,
90370_4814,,,,,R,S,,,S,S,,
28901_9236,,,,,S,S,,,S,,S,
590_12372,S,S,,S,S,S,,,S,S,S,
590_12427,S,R,,R,S,S,,,R,S,R,
90370_3584,,,,,R,S,,,S,S,,
590_12511,S,S,,S,S,S,,,S,S,R,
28901_21078,,,,S,S,S,,,R,,,
90370_3258,,,,,R,,,,,,,
90370_2697,,,,S,R,R,,,R,R,,
90370_4793,,,,,R,S,,,S,S,,
90370_702,S,,,,S,S,,,S,S,S,
90370_2699,,,,S,R,R,,,R,R,,
90370_2482,,,,S,R,S,,,S,S,,
90370_406,S,,,,S,S,,,S,S,S,
90370_4918,,,,,R,S,,,S,S,,
85569_28,R,,,,S,R,,,R,R,R,
90370_5215,,,,,R,,,,,,,
90370_3078,,,,S,R,S,,,S,,,
90370_3506,,,,,R,S,,,S,S,,
90371_5259,S,S,,S,S,S,,,R,S,,
85569_255,S,,,,S,S,,S,S,S,S,
90370_2768,,,,S,R,R,,,R,R,,
90370_3311,,,,,R,,,,,,,
90370_4854,,,,,R,S,,,S,S,,
98360_79,S,R,,R,S,R,,,R,R,R,
90370_2785,,,,S,R,R,,,R,R,,
90370_3166,,,,S,S,R,,,R,R,,
90370_3176,,,,S,S,S,,,S,S,,
28901_16295,S,,,R,,S,,,R,,,
90370_4898,,,,,R,S,,,S,S,,
90370_2975,,,,S,R,S,,,R,S,,
90370_3392,,,,,R,S,,,S,S,,
90370_2479,,,,S,R,R,,,R,R,,
90370_2495,,,,S,R,S,,,R,S,,
90370_3351,,,,,R,,,,,,,
90370_5220,,,,,R,,,,,,,
90370_2926,,,,S,R,S,,,S,S,,
90370_3281,,,,,R,,,,,,,
90370_3412,,,,,R,S,,,S,S,,
590_12452,S,S,,S,S,S,,,S,S,R,
90370_3273,,,,,R,,,,,,,
90370_3327,,,,,R,,,,,,,
90370_3568,,,,,R,S,,,S,S,,
90370_4784,,,,,R,S,,,S,S,,
590_12533,S,R,,S,S,S,,,R,R,R,
90370_3145,,,,S,S,S,,,,S,,
90370_3360,,,,,S,,,,,,,
90371_5386,R,S,,S,R,R,,,R,R,,
90370_3474,,,,,R,S,,,S,S,,
90370_3093,,,,S,R,S,,,S,S,,
90370_5024,,,,,S,,,,,,,
90370_5499,S,,S,S,R,S,S,,S,S,S,
90370_3126,,,,S,R,S,,,S,S,,
90371_5365,S,S,,S,S,S,,,S,S,,
90370_3144,,,,S,S,S,,,S,S,,
590_12401,S,S,,S,S,S,,,S,S,S,
90370_2982,,,,S,R,S,,,R,S,,
590_12467,S,S,,S,S,S,,,S,S,S,
90370_2974,,,,S,R,S,,,R,S,,
90371_6234,R,,,,,S,,,R,,S,
90370_5201,,,,,S,,,,,,,
85569_35,S,,,,S,S,,,S,S,R,
90370_2945,,,,S,R,S,,,S,S,,
90371_890,S,,,,S,S,,,S,S,,
90370_4867,,,,,R,S,,,S,S,,
54388_321,S,,,,S,S,S,,S,S,S,
90370_2846,,,,S,R,R,,,R,R,,
90370_3580,,,,,R,S,,,S,S,,
90370_3014,,,,S,R,S,,,S,S,,
90370_3140,,,,S,S,R,,,S,R,,
85569_354,S,,,,S,S,,,S,S,S,
90370_2981,,,,S,R,S,,,R,S,,
90370_2762,,,,S,R,R,,,R,R,,
90370_3293,,,,,S,,,,,,,
85569_259,S,,,,S,S,,S,S,S,S,
90370_3150,,,,S,S,S,,,S,S,,
90370_3071,,,,S,R,S,,,S,S,,
90370_3422,,,,,R,S,,,S,S,,
54388_400,S,,S,S,R,S,S,,S,S,S,
590_12395,S,S,,S,S,S,,,S,S,R,
90370_3177,,,,S,S,S,,,S,S,,
90370_3531,,,,,R,S,,,S,S,,
90371_5411,S,S,,S,S,S,,,S,S,,
149391_32,S,S,,S,S,S,S,,S,S,S,
90370_2873,,,,S,R,R,,,R,R,,
90370_2531,,,,S,R,S,,,S,R,,
28901_16256,S,,,S,,S,,,R,,,
90370_2506,,,,S,S,S,,,S,S,,
590_12394,S,S,,S,S,S,,,S,S,S,
90370_3460,,,,,R,S,,,S,S,,
590_12430,S,S,,S,R,S,,,S,S,R,
90370_2741,,,,S,R,R,,,R,R,,
90370_3060,,,,S,R,S,,,S,S,,
590_12549,R,S,,S,R,S,,,R,R,R,
90370_2957,,,,S,R,S,,,R,S,,
85569_263,R,,,,S,R,,S,R,R,R,
590_12501,S,S,,S,S,S,,,S,S,S,
590_12279,S,S,,S,S,S,,,S,S,R,
28901_16251,S,,,S,,S,,,S,,,
90370_4969,,,,,R,S,,,S,S,,
85569_283,R,,,,S,R,,S,S,S,S,
85569_124,R,,,,R,R,,S,R,R,R,
28901_16275,S,,,S,,S,,,R,,,
590_12194,S,S,,S,S,S,,,S,S,S,
590_12531,S,S,,S,S,S,,,S,S,S,
595_112,S,S,,S,R,R,,,S,S,R,
90370_5211,,,,,S,,,,,,,
90371_2481,R,R,,R,S,R,,,R,R,R,
90370_2818,,,,S,R,R,,,R,R,,
90370_4966,,,,,R,S,,,S,S,,
590_12396,S,S,,S,S,S,,,S,S,R,
90370_3154,,,,S,S,S,,,S,S,,
90370_3398,,,,,S,S,,,S,S,,
90370_4899,,,,,R,S,,,S,S,,
90370_2798,,,,S,R,R,,,R,R,,
90370_5034,,,,,S,,,,,,,
90370_3324,,,,,R,,,,,,,
90371_5320,S,S,,S,S,S,,,S,S,,
590_12578,S,S,,S,S,S,,,S,S,R,
90370_2719,,,,S,R,R,,,R,R,,
590_12366,S,S,,S,S,S,,,S,S,R,
90370_3426,,,,,R,S,,,S,S,,
90370_3520,,,,,R,S,,,S,S,,
90370_3347,,,,,R,,,,,,,
90370_5567,,,,,R,,,,,,,
28901_21077,,,S,R,R,R,,,R,,,
90371_5471,S,,S,R,S,R,,,R,R,R,
90371_5268,S,S,,S,S,R,,,R,R,,
90370_2683,,,,S,R,R,,,R,R,,
590_12295,S,S,,S,S,S,,,S,S,R,
90370_3321,,,,,R,,,,,,,
90370_2878,,,,S,R,R,,,R,R,,
28901_21072,,,S,R,R,R,,,R,,,
90370_3333,,,,,R,,,,,,,
28901_21050,,,S,R,R,,,,R,,,
90370_2788,,,,S,R,R,,,R,R,,
90370_2748,,,,S,R,R,,,R,R,,
90370_3270,,,,,R,,,,,,,
90370_5217,,,,,R,,,,,,,
90370_2795,,,,S,R,R,,,R,R,,
90370_4792,,,,,R,S,,,S,S,,
90370_2989,,,,S,R,S,,,R,S,,
90370_2779,,,,S,R,R,,,R,R,,
90370_3513,,,,,R,S,,,S,S,,
90370_4864,,,,,R,S,,,S,S,,
90371_887,S,,,,S,S,,,R,S,,
90370_2536,,,,S,S,S,,,S,R,,
590_12504,S,S,,S,S,S,,,S,S,S,
590_12267,S,R,,R,S,S,,,R,R,R,
90370_2903,,,,S,R,R,,,S,R,,
85569_356,R,,,,S,R,,,R,R,R,
590_12388,R,S,,S,S,S,,,R,S,R,
90370_2746,,,,S,R,R,,,R,R,,
90370_4797,,,,,R,S,,,S,S,,
90370_2756,,,,S,R,R,,,R,R,,
90370_4803,,,,,R,S,,,S,S,,
90370_3602,,,,,R,,,,,,,
90370_3305,,,,,R,,,,,,,
90370_2869,,,,S,R,R,,,R,R,,
90370_2502,,,,S,R,R,,,R,R,,
